order_date,customer_id,product_category,order_amount,discount_percent,discount_amount,final_price,quantity,shipping_days,delivery_date,order_status,refund_status,customer_rating,payment_method
2023-02-13,CUST_0030,Apparel,47.03002153251502,5.0,2.3515010766257514,44.67852045588927,2,8.914228043133445,2023-02-21,Completed,Refunded,,Unknown
2023-12-02,CUST_0019,Apparel,33.997041810238784,25.0,8.499260452559696,25.497781357679088,4,10.801076030227797,2023-12-12,Completed,No,5.0,Apple Pay
2024-01-31,CUST_0054,Sports,87.91501978733913,0.0,0.0,87.91501978733913,1,2.289804355888575,2024-02-02,Completed,No,5.0,Apple Pay
2024-02-24,CUST_0063,Clothing,283.83296316629855,0.0,0.0,283.83296316629855,9,4.527996379455548,2024-02-28,Cancelled,No,4.0,Debit Card
2024-02-19,CUST_0019,Electronics,25.51073605673698,15.0,3.8266104085105472,21.684125648226434,6,13.571126500826411,,Pending,No,4.0,Credit Card
2023-05-03,CUST_0009,Home & Garden,184.80674578675658,20.0,36.961349157351314,147.84539662940526,8,8.165410822477414,2023-05-11,Completed,No,4.0,Apple Pay
2023-07-04,CUST_0023,Clothing,1076.3027470688298,,0.0,1076.3027470688298,1,6.512712371229651,2023-07-10,Cancelled,No,1.0,CREDIT CARD
2023-04-16,CUST_0009,clothing,48.623686314887415,25.0,12.155921578721854,36.46776473616556,5,5.600702683422819,2023-04-21,Completed,No,5.0,Credit card
2023-08-13,CUST_0007,Electronics,1357.209537807516,20.0,271.44190756150317,1085.7676302460127,4,2.091565908120134,,Pending,No,5.0,CREDIT CARD
2023-02-17,CUST_0008,Home & Garden,105.77323341553857,,0.0,105.77323341553857,5,5.8459039436313684,,Pending,No,5.0,CREDIT CARD
2023-12-21,CUST_0005,Sports,293.59119393873857,5.0,14.679559696936929,278.91163424180166,2,4.110218624694197,2023-12-25,Completed,No,4.0,Credit card
2023-10-09,CUST_0017,Books,1371.9581258401736,5.0,68.59790629200869,1303.3602195481649,8,8.808051929271196,,Pending,Refunded,,Unknown
2023-11-08,CUST_0006,Home and Garden,214.69113032482142,,0.0,214.69113032482142,1,3.449686901299662,2023-11-11,Completed,No,5.0,PayPal
2024-01-31,CUST_0021,Apparel,276.54355743081123,20.0,55.308711486162245,221.23484594464898,7,,,Completed,,5.0,Debit Card
2023-09-21,CUST_0036,Apparel,255.67151178772104,5.0,12.783575589386054,242.88793619833498,3,5.63946921267565,,Pending,No,4.0,Credit Card
2023-09-27,CUST_0030,Electronics,200.15956426041524,5.0,10.007978213020762,190.1515860473945,5,11.122259298176647,,Pending,No,5.0,PayPal
2023-08-22,CUST_0005,Clothing,264.6839935689658,,0.0,264.6839935689658,6,7.995732336737031,,Pending,No,4.0,Debit Card
2023-03-29,CUST_0077,Apparel,26.202634856431512,,0.0,26.202634856431512,8,8.302542609736925,2023-04-06,Completed,No,4.0,Credit card
2023-06-30,CUST_0008,Home & Garden,248.60920204424102,25.0,62.152300511060254,186.45690153318077,2,6.927016067185679,2023-07-06,Cancelled,No,5.0,Debit Card
2023-03-22,CUST_0007,electronics,89.44872692312879,10.0,8.94487269231288,80.5038542308159,2,10.938881990137787,,Pending,No,1.0,Unknown
2023-12-02,CUST_0096,Home & Garden,1387.8331082319264,20.0,277.5666216463853,1110.266486585541,1,,,Pending,,4.0,Credit card
2023-03-02,CUST_0025,Home & Garden,179.69336437438687,20.0,35.938672874877376,143.7546914995095,3,10.20238291320732,2023-02-23,Completed,No,2.0,Unknown
2023-05-19,CUST_0009,Clothing,1107.8031301721257,25.0,276.95078254303144,830.8523476290943,3,9.856111014851669,2023-05-28,Cancelled,No,2.0,PayPal
